Date & Time,Process ID,Log Level,Component,IP Address,Block ID,Content/Message
2008-11-09 23:47:28,27,INFO,dfs.FSNamesystem,10.250.5.237,blk_-476906696485288376,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.5.237:50010 is added to blk_-476906696485288376 size 67108864
2008-11-10 14:40:24,32,INFO,dfs.FSNamesystem,10.251.195.70,blk_4318179566727871532,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.195.70:50010 is added to blk_4318179566727871532 size 67108864
2008-11-10 22:46:52,16437,INFO,dfs.DataNode$PacketResponder,10.251.91.159,blk_5648034804629064273,Received block blk_5648034804629064273 of size 67108864 from /10.251.91.159
2008-11-10 02:03:57,31,INFO,dfs.FSNamesystem,10.250.6.4,blk_344934934043642744,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.4:50010 is added to blk_344934934043642744 size 67108864
2008-11-11 07:33:50,31,INFO,dfs.FSNamesystem,10.250.7.96,blk_4641147544753118391,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.96:50010 is added to blk_4641147544753118391 size 67108864
2008-11-11 00:27:41,17343,INFO,dfs.DataNode$DataXceiver,10.250.10.213,blk_-1125621902344947014,10.250.10.213:50010 Served block blk_-1125621902344947014 to /10.250.10.213
2008-11-10 21:18:45,26,INFO,dfs.FSNamesystem,10.251.73.188,blk_8761786041973172187,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.188:50010 is added to blk_8761786041973172187 size 67108864
2008-11-09 20:54:09,28,INFO,dfs.FSNamesystem,10.251.111.130,blk_4568434182693165548,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.130:50010 is added to blk_4568434182693165548 size 67108864
2008-11-10 01:33:06,33,INFO,dfs.FSNamesystem,10.251.75.79,blk_5210211633167259832,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.79:50010 is added to blk_5210211633167259832 size 67108864
2008-11-11 03:02:33,18516,INFO,dfs.DataNode$DataXceiver,10.251.35.1,blk_9076677650086747187,Receiving block blk_9076677650086747187 src: /10.251.35.1:52094 dest: /10.251.35.1:50010
2008-11-11 06:20:29,21573,INFO,dfs.DataNode$DataXceiver,10.251.203.246,blk_-5145508449157510071,Receiving block blk_-5145508449157510071 src: /10.251.203.246:48508 dest: /10.251.203.246:50010
2008-11-11 07:24:47,23098,INFO,dfs.DataNode$DataXceiver,10.251.75.49,blk_-8475679647841427708,Receiving block blk_-8475679647841427708 src: /10.251.75.49:58661 dest: /10.251.75.49:50010
2008-11-10 22:06:58,32,INFO,dfs.FSNamesystem,10.250.5.161,blk_7017399031777870797,BLOCK* NameSystem.delete: blk_7017399031777870797 is added to invalidSet of 10.250.5.161:50010
2008-11-10 21:01:26,28,INFO,dfs.FSNamesystem,10.251.71.16,blk_-4149539113118855204,BLOCK* NameSystem.delete: blk_-4149539113118855204 is added to invalidSet of 10.251.71.16:50010
2008-11-11 02:43:09,17772,INFO,dfs.DataNode$DataXceiver,10.250.11.85,blk_3941798034503185737,Receiving block blk_3941798034503185737 src: /10.250.11.85:42358 dest: /10.250.11.85:50010
2008-11-11 03:47:42,19142,INFO,dfs.DataNode$PacketResponder,10.250.6.214,blk_752365829198406123,Received block blk_752365829198406123 of size 67108864 from /10.250.6.214
2008-11-10 13:33:37,11768,INFO,dfs.DataNode$DataXceiver,10.250.10.100,blk_9216955386716663841,10.250.10.100:50010 Served block blk_9216955386716663841 to /10.251.90.64
2008-11-11 07:56:19,28,INFO,dfs.FSNamesystem,10.250.14.143,blk_-3671953658029337449,BLOCK* NameSystem.delete: blk_-3671953658029337449 is added to invalidSet of 10.250.14.143:50010
2008-11-10 01:54:23,26,INFO,dfs.FSNamesystem,10.251.197.161,blk_6080034782037237879,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.197.161:50010 is added to blk_6080034782037237879 size 67108864
2008-11-11 04:43:04,35,INFO,dfs.FSNamesystem,10.251.39.160,blk_-3854777877236596649,BLOCK* NameSystem.delete: blk_-3854777877236596649 is added to invalidSet of 10.251.39.160:50010
2008-11-10 08:33:28,8416,INFO,dfs.DataNode$DataXceiver,10.251.126.22,blk_805587860540600864,10.251.126.22:50010 Served block blk_805587860540600864 to /10.251.126.22
2008-11-11 10:04:17,30,INFO,dfs.FSNamesystem,10.251.30.101,blk_6451403582950672007,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.101:50010 is added to blk_6451403582950672007 size 67108864
2008-11-10 12:27:19,11316,INFO,dfs.DataNode$DataXceiver,10.251.123.132,blk_6988110707613820142,Receiving block blk_6988110707613820142 src: /10.251.123.132:47658 dest: /10.251.123.132:50010
2008-11-10 22:24:13,16030,INFO,dfs.DataNode$DataXceiver,10.251.110.68,blk_-3417101330634563680,Receiving block blk_-3417101330634563680 src: /10.251.110.68:44200 dest: /10.251.110.68:50010
2008-11-11 05:03:46,27,INFO,dfs.FSNamesystem,10.251.90.64,blk_-8923923031063738809,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.90.64:50010 is added to blk_-8923923031063738809 size 67108864
2008-11-11 08:54:29,25314,INFO,dfs.DataNode$PacketResponder,10.250.15.198,blk_-6719337521981113643,Received block blk_-6719337521981113643 of size 3538321 from /10.250.15.198
2008-11-10 10:31:17,30,INFO,dfs.FSNamesystem,10.250.10.213,blk_-3582070652284403613,BLOCK* NameSystem.delete: blk_-3582070652284403613 is added to invalidSet of 10.250.10.213:50010
2008-11-10 12:33:09,29,INFO,dfs.FSNamesystem,10.251.214.32,blk_1389634598105954660,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.32:50010 is added to blk_1389634598105954660 size 67108864
2008-11-10 10:30:55,30,INFO,dfs.FSNamesystem,10.251.30.6,blk_6324712740029479576,BLOCK* NameSystem.delete: blk_6324712740029479576 is added to invalidSet of 10.251.30.6:50010
2008-11-10 14:55:06,12603,INFO,dfs.DataNode$PacketResponder,10.251.214.225,blk_2652444451422301232,Received block blk_2652444451422301232 of size 67108864 from /10.251.214.225
2008-11-11 03:39:27,19172,INFO,dfs.DataNode$PacketResponder,10.251.197.226,blk_6880728743505526406,Received block blk_6880728743505526406 of size 67108864 from /10.251.197.226
2008-11-11 04:43:43,29,INFO,dfs.FSNamesystem,10.251.30.179,blk_6413710007211667486,BLOCK* NameSystem.delete: blk_6413710007211667486 is added to invalidSet of 10.251.30.179:50010
2008-11-10 22:30:32,16147,INFO,dfs.DataNode$PacketResponder,10.250.6.223,blk_-8377763431920892140,Received block blk_-8377763431920892140 of size 67108864 from /10.250.6.223
2008-11-10 11:23:10,9858,INFO,dfs.DataNode$DataXceiver,10.251.193.224,blk_4783621682384104986,Receiving block blk_4783621682384104986 src: /10.251.193.224:52556 dest: /10.251.193.224:50010
2008-11-10 22:01:48,15613,INFO,dfs.DataNode$PacketResponder,10.250.9.207,blk_-2151458111813215098,Received block blk_-2151458111813215098 of size 67108864 from /10.250.9.207
2008-11-10 10:30:59,30,INFO,dfs.FSNamesystem,10.251.31.180,blk_-945770324989341170,BLOCK* NameSystem.delete: blk_-945770324989341170 is added to invalidSet of 10.251.31.180:50010
2008-11-10 11:14:09,28,INFO,dfs.FSNamesystem,10.250.14.143,blk_8952177028039691517,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.14.143:50010 is added to blk_8952177028039691517 size 67108864
2008-11-11 09:40:08,26005,INFO,dfs.DataNode$DataXceiver,10.251.125.237,blk_-7764040409370932316,Receiving block blk_-7764040409370932316 src: /10.251.125.237:58496 dest: /10.251.125.237:50010
2008-11-10 08:27:02,8223,WARN,dfs.DataNode$DataXceiver,10.250.15.198,blk_-1851265222873801714,10.250.15.198:50010:Got exception while serving blk_-1851265222873801714 to /10.251.195.52:
2008-11-09 21:14:53,1623,INFO,dfs.DataNode$PacketResponder,10.251.39.242,blk_1064470652608359218,Received block blk_1064470652608359218 of size 67108864 from /10.251.39.242
2008-11-10 14:56:06,30,INFO,dfs.FSNamesystem,10.251.26.131,blk_-4174618838156947380,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.26.131:50010 is added to blk_-4174618838156947380 size 67108864
2008-11-11 06:52:27,26,INFO,dfs.FSNamesystem,10.251.198.196,blk_3637945019239882309,BLOCK* NameSystem.delete: blk_3637945019239882309 is added to invalidSet of 10.251.198.196:50010
2008-11-11 04:05:43,19431,INFO,dfs.DataNode$DataXceiver,10.251.31.180,blk_-6250368566161066085,Receiving block blk_-6250368566161066085 src: /10.251.31.180:42992 dest: /10.251.31.180:50010
2008-11-10 14:54:52,12780,INFO,dfs.DataNode$PacketResponder,10.251.194.129,blk_560063894682806537,Received block blk_560063894682806537 of size 67108864 from /10.251.194.129
2008-11-11 08:34:26,35,INFO,dfs.FSNamesystem,10.251.123.33,blk_1447281351164457761,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.33:50010 is added to blk_1447281351164457761 size 67108864
2008-11-11 07:13:31,22956,INFO,dfs.DataNode$PacketResponder,10.251.125.174,blk_-1522107359378428427,Received block blk_-1522107359378428427 of size 67108864 from /10.251.125.174
2008-11-10 14:35:51,12299,INFO,dfs.DataNode$DataXceiver,10.251.29.239,blk_-3261177124784025140,Receiving block blk_-3261177124784025140 src: /10.251.29.239:43937 dest: /10.251.29.239:50010
2008-11-10 22:06:51,32,INFO,dfs.FSNamesystem,10.251.39.64,blk_8442157310069672329,BLOCK* NameSystem.delete: blk_8442157310069672329 is added to invalidSet of 10.251.39.64:50010
2008-11-10 22:29:51,30,INFO,dfs.FSNamesystem,10.251.122.38,blk_-5861348317118763621,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.122.38:50010 is added to blk_-5861348317118763621 size 28500222
2008-11-11 08:47:21,33,INFO,dfs.FSNamesystem,10.251.73.220,blk_4473390551542202999,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.220:50010 is added to blk_4473390551542202999 size 67108864
2008-11-11 06:52:24,26,INFO,dfs.FSNamesystem,10.250.6.191,blk_247452006316846355,BLOCK* NameSystem.delete: blk_247452006316846355 is added to invalidSet of 10.250.6.191:50010
2008-11-11 04:15:34,19842,INFO,dfs.DataNode$DataXceiver,10.251.43.192,blk_-7727864185516010230,Receiving block blk_-7727864185516010230 src: /10.251.43.192:36039 dest: /10.251.43.192:50010
2008-11-10 10:31:12,30,INFO,dfs.FSNamesystem,10.251.30.6,blk_7819984111120374407,BLOCK* NameSystem.delete: blk_7819984111120374407 is added to invalidSet of 10.251.30.6:50010
2008-11-11 10:09:03,33,INFO,dfs.FSNamesystem,10.251.111.130,blk_5646792755154529338,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.130:50010 is added to blk_5646792755154529338 size 67108864
2008-11-10 05:13:23,6956,INFO,dfs.DataNode$DataXceiver,10.251.71.146,blk_8482111101480751895,10.251.71.146:50010 Served block blk_8482111101480751895 to /10.251.71.146
2008-11-10 22:06:46,32,INFO,dfs.FSNamesystem,10.250.9.207,blk_5176179471361959897,BLOCK* NameSystem.delete: blk_5176179471361959897 is added to invalidSet of 10.250.9.207:50010
2008-11-11 06:17:39,21895,INFO,dfs.DataNode$PacketResponder,10.251.91.15,blk_7463248820468902190,Received block blk_7463248820468902190 of size 67108864 from /10.251.91.15
2008-11-10 14:43:09,12287,INFO,dfs.DataNode$PacketResponder,10.251.127.243,blk_-3981735565440284420,Received block blk_-3981735565440284420 of size 67108864 from /10.251.127.243
2008-11-11 09:50:20,25962,INFO,dfs.DataNode$DataXceiver,10.251.197.226,blk_-8571819028995448536,Receiving block blk_-8571819028995448536 src: /10.251.197.226:34801 dest: /10.251.197.226:50010
2008-11-10 22:10:38,16067,INFO,dfs.DataNode$DataXceiver,10.251.39.144,blk_323887415551221572,Receiving block blk_323887415551221572 src: /10.251.39.144:46278 dest: /10.251.39.144:50010
2008-11-09 20:41:32,26,INFO,dfs.FSNamesystem,10.251.43.115,blk_3050920587428079149,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.115:50010 is added to blk_3050920587428079149 size 67108864
2008-11-10 13:11:28,11976,INFO,dfs.DataNode$DataXceiver,10.251.67.225,blk_2038610753592374847,10.251.67.225:50010 Served block blk_2038610753592374847 to /10.250.18.114
2008-11-11 08:00:19,23787,INFO,dfs.DataNode$DataXceiver,10.251.29.239,blk_-5957060034695163774,Receiving block blk_-5957060034695163774 src: /10.251.29.239:56334 dest: /10.251.29.239:50010
2008-11-11 06:52:17,26,INFO,dfs.FSNamesystem,10.251.107.242,blk_-1641081065757890722,BLOCK* NameSystem.delete: blk_-1641081065757890722 is added to invalidSet of 10.251.107.242:50010
2008-11-11 03:00:17,28,INFO,dfs.FSNamesystem,10.251.26.177,blk_-6338549285508312302,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.26.177:50010 is added to blk_-6338549285508312302 size 3530010
2008-11-09 23:59:19,31,INFO,dfs.FSNamesystem,10.251.107.19,blk_-3249711809227781266,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_-3249711809227781266 size 67108864
2008-11-10 22:13:43,15521,INFO,dfs.DataNode$PacketResponder,10.251.106.50,blk_6406847509870023726,Received block blk_6406847509870023726 of size 67108864 from /10.251.106.50
2008-11-10 21:01:26,28,INFO,dfs.FSNamesystem,10.251.67.113,blk_5868517220927475394,BLOCK* NameSystem.delete: blk_5868517220927475394 is added to invalidSet of 10.251.67.113:50010
2008-11-09 21:04:58,1278,INFO,dfs.DataNode$DataXceiver,10.251.194.129,blk_2937758977269298350,Receiving block blk_2937758977269298350 src: /10.251.194.129:37476 dest: /10.251.194.129:50010
2008-11-10 22:20:39,16041,INFO,dfs.DataNode$DataXceiver,10.251.195.52,blk_7661189768086976193,Receiving block blk_7661189768086976193 src: /10.251.195.52:56915 dest: /10.251.195.52:50010
2008-11-10 11:25:11,10021,INFO,dfs.DataNode$PacketResponder,10.251.214.130,blk_5600017220681756254,Received block blk_5600017220681756254 of size 67108864 from /10.251.214.130
2008-11-10 21:23:12,15013,INFO,dfs.DataNode$PacketResponder,10.251.39.209,blk_-7056746602297676104,Received block blk_-7056746602297676104 of size 67108864 from /10.251.39.209
2008-11-10 10:30:49,34,INFO,dfs.FSNamesystem,10.251.91.84,blk_-6289001686128460561,BLOCK* NameSystem.delete: blk_-6289001686128460561 is added to invalidSet of 10.251.91.84:50010
2008-11-10 00:05:46,4624,INFO,dfs.DataNode$DataXceiver,10.250.5.237,blk_-8856628810470361280,Receiving block blk_-8856628810470361280 src: /10.250.5.237:41923 dest: /10.250.5.237:50010
2008-11-09 23:41:07,4261,INFO,dfs.DataNode$DataXceiver,10.251.65.203,blk_-1259190292740306590,Receiving block blk_-1259190292740306590 src: /10.251.65.203:36289 dest: /10.251.65.203:50010
2008-11-10 10:31:49,30,INFO,dfs.FSNamesystem,10.250.14.38,blk_-6136511938931864993,BLOCK* NameSystem.delete: blk_-6136511938931864993 is added to invalidSet of 10.250.14.38:50010
2008-11-10 11:52:04,10569,INFO,dfs.DataNode$DataXceiver,10.250.6.191,blk_3067558337579347170,Receiving block blk_3067558337579347170 src: /10.250.6.191:34137 dest: /10.250.6.191:50010
